OSEBuildingID,DataYear,PrimaryPropertyType,Address,City,State,ZipCode,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,GHGEmissionsIntensity,PredictedEnergyStar
115,2016,Small- and Mid-Sized Office,221 1st Ave. W,Seattle,WA,98033.0,1989200850,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970.0,1.0,4.0,76213,25930.0,50283.0,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,68.0,71.59999847,196.0,3647345.75,0.0,2944692.0,531520.0,False,Compliant,,0.64,0
116,2016,Hotel,425 queen anne ave N.,Seattle,WA,98109.0,1989201125,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002.0,1.0,6.0,96910,36934.0,59976.0,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,56.0,87.90000153,188.3999939,5274523.0,0.0,2637011.0,2518558.0,False,Compliant,,1.57,0
117,2016,Hotel,4140 ROOSEVELT WAY NE,Seattle,WA,98105.0,1142001871,NORTHEAST,47.65772,-122.31756,1962.0,2.0,4.0,50017,0.0,50017.0,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,53.0,110.5,205.8000031,5528580.5,0.0,2128306.0,3320669.0,False,Compliant,,3.82,0
118,2016,K-12 School,1901 SW Genesee St.,Seattle,WA,98106.0,1324039116,DELRIDGE,47.5636,-122.358,1999.0,1.0,3.0,74468,0.0,74468.0,K-12 School,K-12 School,75364.0,,,,,,0.0,0.0,0.0,0.0,1698176.0,0.0,False,Missing Data,,0.16,0
119,2016,K-12 School,700 18th Ave. E.,Seattle,WA,98112.0,1336800825,EAST,47.62548,-122.30828,1923.0,1.0,3.0,67743,0.0,67743.0,K-12 School,K-12 School,67743.0,,,,,34.0,44.79999924,89.30000305,3036464.0,0.0,1337786.0,1309093.0,False,Compliant,,1.16,0
120,2016,K-12 School,728 21st Ave East,Seattle,WA,98112.0,1338800660,EAST,47.62644,-122.30429,1908.0,1.0,6.0,194104,0.0,194104.0,K-12 School,K-12 School,194104.0,,,,,100.0,37.09999847,60.09999847,7204080.0,0.0,1887893.0,4331949.0,False,Compliant,,1.25,0
121,2016,Small- and Mid-Sized Office,2100 24th Ave S,Seattle,WA,98144.0,1498303116,SOUTHEAST,47.58408,-122.30125,2003.0,1.0,3.0,99433,35752.0,63681.0,"Office, Parking",Office,63681.0,Parking,35752.0,,,63.0,78.19999695,245.6000061,4980737.5,0.0,4897760.0,0.0,False,Compliant,,0.34,0
122,2016,K-12 School,3301 S. Horton St.,Seattle,WA,98144.0,1524049002,SOUTHEAST,47.57324,-122.29058,1991.0,1.0,2.0,58933,0.0,58933.0,K-12 School,K-12 School,60725.0,,,,,,0.0,0.0,0.0,0.0,2347138.0,0.0,False,Missing Data,,0.28,0
125,2016,K-12 School,1600 Columbian Way S.,Seattle,WA,98108.0,1624049214,GREATER DUWAMISH,47.56413,-122.31208,1957.0,1.0,1.0,130862,0.0,130862.0,K-12 School,K-12 School,134446.0,,,,,61.0,54.29999924,93.5,7300977.5,0.0,2262820.0,4193207.0,True,Error - Correct Default Data,,1.82,0
127,2016,K-12 School,5215 46th Ave. S.,Seattle,WA,98118.0,1704900242,SOUTHEAST,47.55478,-122.27596,1989.0,1.0,3.0,59955,0.0,59955.0,K-12 School,K-12 School,59955.0,,,,,93.0,29.20000076,83.0,1749171.25,0.0,1436416.0,196983.0,True,Error - Correct Default Data,,0.34,0
130,2016,K-12 School,1915 1st Ave. W.,Seattle,WA,98119.0,1794501220,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964.0,1.0,2.0,93218,0.0,93218.0,K-12 School,K-12 School,93218.0,,,,,86.0,34.5,70.80000305,3216155.0,0.0,1486758.0,1400634.0,True,Error - Correct Default Data,,0.91,0
131,2016,Other,1208 NE 64th st,Seattle,WA,98115.0,1797500625,NORTHEAST,47.67524,-122.31534,1941.0,1.0,4.0,56521,0.0,56521.0,Other,Other,49000.0,,,,,13.64,129.8999939,408.0,6367210.0,0.0,6357631.0,0.0,False,Compliant,,0.78,1
132,2016,Other,6417 Roosevelt Way NE # 18-28,Seattle,WA,98115.0,1797500715,NORTHEAST,47.67559,-122.31769,1929.0,1.0,2.0,206934,0.0,206934.0,"Other, Parking",Other,119146.0,Parking,0.0,,,74.115,36.79999924,72.90000153,4384625.5,0.0,2001103.0,2252474.0,False,Compliant,,0.65,1
136,2016,Hotel,14115 Aurora Ave N,Seattle,WA,98133.0,1926049012,NORTHWEST,47.73141,-122.3458,2001.0,1.0,4.0,51390,0.0,51390.0,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,,89.0,70.40000153,130.8999939,3616214.0,0.0,1398289.0,2213249.0,False,Compliant,,2.48,0
137,2016,K-12 School,13052 Greenwood Ave. N.,Seattle,WA,98133.0,1926049025,NORTHWEST,47.72463,-122.35315,1963.0,1.0,2.0,131013,0.0,131013.0,K-12 School,K-12 School,131909.0,,,,,88.0,32.5,62.90000153,4290831.5,0.0,1775488.0,2119097.0,True,Error - Correct Default Data,,0.95,0
138,2016,K-12 School,1819 N. 135th St.,Seattle,WA,98133.0,1926049321,NORTHWEST,47.7257,-122.33684,1959.0,1.0,1.0,245587,0.0,245587.0,K-12 School,K-12 School,245587.0,,,,,92.0,52.40000153,89.09999847,12870916.0,0.0,3926011.0,7839670.0,False,Compliant,,1.81,0
139,2016,Hotel,13300 Stone Avenue N,Seattle,WA,98133.0,1926049434,NORTHWEST,47.72551,-122.3423,2002.0,1.0,3.0,69138,0.0,69138.0,Hotel,Hotel,70609.0,,,,,78.0,47.09999847,104.6999969,3323400.5,0.0,1802889.0,1439568.0,False,Compliant,,1.29,0
140,2016,K-12 School,3921 Linden Ave. N.,Seattle,WA,98103.0,1931301145,LAKE UNION,47.65464,-122.34912,1991.0,1.0,3.0,66588,0.0,66588.0,K-12 School,K-12 School,66588.0,,,,,,0.0,0.0,0.0,0.0,2104286.0,0.0,False,Missing Data,,0.22,0
144,2016,Hotel,1007 First Ave.,Seattle,WA,98104.0,1974600035,DOWNTOWN,47.6048,-122.3368,1904.0,1.0,5.0,190980,0.0,190980.0,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,,98.0,34.09999847,84.0,6505995.0,0.0,4402910.0,2103084.0,False,Compliant,,0.75,0
145,2016,Other,200 University Street,Seattle,WA,98111.0,1974700025,DOWNTOWN,47.60804,-122.3367,1998.0,1.0,6.0,284100,0.0,284100.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,,,,50.089,78.40000153,192.0,14881950.0,4311136.0,9803021.0,527343.0,False,Compliant,,1.51,1
147,2016,Hospital,5300 Tallman Ave NW,Seattle,WA,98107.0,2767703875,BALLARD,47.66737,-122.37956,1954.0,4.0,5.0,285333,0.0,285333.0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,14.0,157.3000031,251.8000031,47602720.0,0.0,35237205.0,32853512.0,False,Compliant,,6.98,0
148,2016,K-12 School,5601 4th Ave. N.W.,Seattle,WA,98107.0,2768000375,Ballard,47.6706,-122.36225,1991.0,1.0,2.0,55513,0.0,55513.0,K-12 School,K-12 School,59097.0,,,,,93.0,27.10000038,85.0,1598852.625,0.0,1513571.0,0.0,True,Error - Correct Default Data,,0.19,0
163,2016,Other,105 5th Ave S,Seattle,WA,98104.0,5247801465,DOWNTOWN,47.60112,-122.32785,2006.0,1.0,4.0,61156,0.0,61156.0,"Office, Other",Other,42755.0,Office,29219.0,,,32.648,132.6999969,337.1000061,9550716.0,0.0,6947270.0,2416104.0,False,Compliant,,2.89,1
167,2016,Other,719 South King Street,Seattle,WA,98104.0,5247802715,DOWNTOWN,47.59809,-122.32283,1910.0,1.0,4.0,72820,13820.0,59000.0,Museum,Museum,58000.0,,,,,,36.09999847,85.19999695,2095175.25,0.0,1311669.0,698785.0,False,Compliant,,0.64,0
168,2016,Hotel,700 5th Ave N.,Seattle,WA,98109.0,5458300285,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996.0,1.0,4.0,162222,14200.0,148022.0,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,,,76.0,70.5,151.1999969,8016521.0,0.0,4197462.0,3749499.0,False,Compliant,,1.41,0
169,2016,K-12 School,3013 S. Mt. Baker Blvd.,Seattle,WA,98144.0,5700000455,SOUTHEAST,47.57589,-122.29365,1990.0,1.0,4.0,289588,0.0,289588.0,K-12 School,K-12 School,289588.0,,,,,90.0,33.0,82.30000305,9542598.0,0.0,6449764.0,2370086.0,True,Error - Correct Default Data,,0.59,0
170,2016,University,801 E PINE ST,Seattle,WA,98122.0,6003000470,EAST,47.61495,-122.32177,1915.0,1.0,3.0,63330,0.0,63330.0,College/University,College/University,64820.0,,,,,66.3,50.70000076,116.0,3284214.5,0.0,1911064.0,1148694.0,False,Compliant,,1.17,1
172,2016,University,6000 16th Ave SW,Seattle,WA,98106.0,6171900005,DELRIDGE,47.547,-122.35307,1970.0,27.0,2.0,441071,0.0,441071.0,College/University,College/University,483000.0,,,,,48.755,85.19999695,202.6000061,41151732.0,0.0,25314575.0,12987166.0,False,Compliant,,1.96,1
173,2016,Small- and Mid-Sized Office,6901Sand Point Way NE,Seattle,WA,98115.0,6418100005,NORTHEAST,47.67828,-122.26456,2002.0,1.0,2.0,96300,0.0,96300.0,"Data Center, Office",Office,92300.0,Data Center,4944.0,,,11.641,167.3999939,471.1000061,16274449.0,0.0,13973696.0,2346137.0,False,Compliant,,2.31,1
174,2016,Other,805 S Charles St,Seattle,WA,98134.0,6834700175,GREATER DUWAMISH,47.59545,-122.32146,1950.0,1.0,1.0,67356,0.0,67356.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,29.612,118.3000031,252.1000061,8086930.5,0.0,4182001.0,3293576.0,False,Compliant,,3.03,1
175,2016,K-12 School,400 23rd Ave.,Seattle,WA,98122.0,6840701230,CENTRAL,47.60598,-122.30156,2008.0,1.0,3.0,254523,0.0,254523.0,K-12 School,K-12 School,254523.0,,,,,60.0,58.20000076,126.3000031,14810159.0,0.0,7835065.0,5732708.0,True,Error - Correct Default Data,,1.41,0
176,2016,K-12 School,9709 60th Ave. S.,Seattle,WA,98118.0,7129302300,SOUTHEAST,47.51482,-122.25864,2001.0,1.0,3.0,78804,0.0,78804.0,K-12 School,K-12 School,78804.0,,,,,92.0,34.0,79.30000305,2677620.75,0.0,1645214.0,853926.0,True,Error - Correct Default Data,,0.72,0
177,2016,K-12 School,1121 33rd Ave.,Seattle,WA,98122.0,7152200350,CENTRAL,47.61224,-122.29087,2002.0,1.0,3.0,66994,0.0,66994.0,K-12 School,K-12 School,66994.0,,,,,79.0,38.5,99.59999847,2579774.5,0.0,1824845.0,546459.0,True,Error - Correct Default Data,,0.62,0
178,2016,K-12 School,8311 Beacon Ave S,Seattle,WA,98118.0,7243500230,GREATER DUWAMISH,47.52915,-122.28904,2000.0,1.0,3.0,98357,0.0,98357.0,K-12 School,K-12 School,98357.0,,,,,88.0,38.5,81.30000305,3783580.25,0.0,1927067.0,1529064.0,True,Error - Correct Default Data,,0.96,0
179,2016,Small- and Mid-Sized Office,3800 S Othello St,Seattle,WA,98118.0,7378600265,GREATER DUWAMISH,47.53827,-122.28406,1958.0,1.0,1.0,54765,0.0,54765.0,"Office, Other",Office,25765.0,Other,25000.0,,,29.515,88.69999695,243.5,4503671.5,0.0,3569337.0,684032.0,False,Compliant,,1.12,1
180,2016,Other,3802 S Othello St,Seattle,WA,98118.0,7378600265,GREATER DUWAMISH,47.53722,-122.284,2009.0,1.0,5.0,89821,0.0,89821.0,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,95.581,25.0,27.89999962,2220796.5,0.0,67462.0,1882631.0,False,Compliant,,1.12,1
182,2016,University,3469 3rd Ave. W,Seattle,WA,98119.0,7443000070,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980.0,1.0,2.0,52611,0.0,52611.0,College/University,College/University,52611.0,,,,,45.462,83.40000153,186.1000061,4390158.0,0.0,2479273.0,1637598.0,False,Compliant,,1.98,1
183,2016,Residence Hall,500 W. Emerson,Seattle,WA,98119.0,7443000375,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001.0,1.0,4.0,139600,37500.0,102100.0,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,,,89.0,35.40000153,74.69999695,4800620.5,0.0,2316298.0,2132284.0,False,Compliant,,0.93,0
185,2016,K-12 School,17050 30th Ave. N.E.,Seattle,WA,98125.0,2826049152,NORTH,47.70763,-122.29453,2011.0,1.0,2.0,236758,0.0,236758.0,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,,,96.0,38.90000153,84.40000153,9287467.0,0.0,4789948.0,3566039.0,False,Compliant,,0.94,0
187,2016,Other,1211 E Alder Street,Seattle,WA,98122.0,2908700085,CENTRAL,47.60462,-122.31549,1971.0,3.0,6.0,250981,0.0,250981.0,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,,,58.817,65.69999695,151.8000031,14196194.0,4336524.5,8155002.0,580172.0,False,Compliant,,1.68,1
189,2016,K-12 School,144 N.W. 80th St.,Seattle,WA,98117.0,2919200635,NORTHWEST,47.68725,-122.35996,2002.0,1.0,3.0,62526,0.0,62526.0,K-12 School,K-12 School,62526.0,,,,,96.0,35.09999847,75.30000305,2192411.0,0.0,1114389.0,871706.0,True,Error - Correct Default Data,,0.86,0
338,2016,Other,1900 9th Ave.,Seattle,WA,98101.0,0660001215,DOWNTOWN,47.61598,-122.33448,2004.0,1.0,11.0,299070,68432.0,230638.0,Other,Other,250000.0,,,,,20.553,264.0,532.2999878,66000296.0,0.0,30651644.0,34685331.0,False,Compliant,,6.87,1
190,2016,Small- and Mid-Sized Office,7343 E Marginal Way S,Seattle,WA,98108.0,2924049043,GREATER DUWAMISH,47.536,-122.31768,2007.0,1.0,3.0,64015,0.0,64015.0,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,21.0,62.5,168.3999939,3375016.25,0.0,2657382.0,584696.0,False,Compliant,,0.77,0
194,2016,Retail Store,401 Northgate Way,Seattle,WA,98125.0,2926049025,NORTH,47.70759,-122.3255,1951.0,1.0,1.0,530039,0.0,530039.0,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,,,98.0,54.29999924,121.0,28763498.0,0.0,16224529.0,11492503.0,False,Compliant,,1.36,0
195,2016,Other,10631 8th Ave NE,Seattle,WA,98125.0,2926049409,NORTH,47.7066,-122.321,1964.0,1.0,3.0,54224,0.0,54224.0,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,,,26.445,163.1000061,321.0,7668810.0,0.0,3344827.0,3920350.0,False,Compliant,,4.27,1
197,2016,Retail Store,401 NE Northgate Way,Seattle,WA,98125.0,2926049528,NORTH,47.70619,-122.32586,1965.0,1.0,4.0,124342,0.0,124342.0,Retail Store,Retail Store,122000.0,,,,,76.0,71.59999847,222.1000061,8729918.0,0.0,8653621.0,112356.0,False,Compliant,,0.53,0
198,2016,Hospital,4800 Sand Point Way NE,Seattle,WA,98105.0,2982800005,NORTHEAST,47.66231,-122.28146,1953.0,6.0,10.0,879000,0.0,879000.0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,,,,,10.0,293.2000122,576.5999756,257764208.0,0.0,115641210.0,138191238.0,False,Compliant,,9.27,0
200,2016,Other,11027 Meridian N #102,Seattle,WA,98133.0,3026049024,NORTHWEST,47.70956,-122.3345,1996.0,1.0,3.0,55442,0.0,55442.0,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,72.0,88.90000153,197.6000061,3313397.0,0.0,1859345.0,1331883.0,False,Compliant,,1.51,0
205,2016,K-12 School,1418 N.W. 65th St.,Seattle,WA,98117.0,3050700050,BALLARD,47.67661,-122.37489,1999.0,1.0,2.0,242795,0.0,242795.0,K-12 School,K-12 School,242795.0,,,,,80.0,40.0,112.3000031,9708318.0,0.0,7859464.0,1297685.0,True,Error - Correct Default Data,,0.51,0
209,2016,Self-Storage Facility,1111 E. Madison,Seattle,WA,98122.0,3225049002,EAST,47.61233,-122.3171,1910.0,1.0,5.0,84870,0.0,84870.0,Self-Storage Facility,Self-Storage Facility,85521.0,,,,,85.103,18.89999962,31.70000076,1617801.25,0.0,482635.0,898955.0,False,Compliant,,0.6,1
211,2016,University,9600 COLLEGE WAY N,Seattle,WA,98103.0,3226049021,NORTHWEST,47.69936,-122.33401,1970.0,11.0,2.0,694072,111625.0,582447.0,College/University,College/University,667335.0,,,,,55.785,56.09999847,167.0,37410800.0,0.0,33450832.0,2440648.0,False,Compliant,,0.52,1
212,2016,K-12 School,3928 S. Graham St.,Seattle,WA,98118.0,3332501090,SOUTHEAST,47.54632,-122.28198,1952.0,1.0,2.0,173185,0.0,173185.0,K-12 School,K-12 School,173185.0,,,,,79.0,40.59999847,64.90000153,7034167.5,0.0,1800727.0,4327044.0,True,Error - Correct Default Data,,1.4,0
214,2016,K-12 School,5950 Delridge Way S.W.,Seattle,WA,98106.0,3438501230,DELRIDGE,47.54862,-122.36214,1963.0,1.0,1.0,145341,0.0,145341.0,K-12 School,K-12 School,139069.0,,,,,75.0,45.59999847,77.19999695,6337972.0,0.0,1864967.0,3634130.0,True,Error - Correct Default Data,,1.42,0
215,2016,Warehouse,5628 Airport Way South,Seattle,WA,98108.0,3466800065,GREATER DUWAMISH,47.55152,-122.31869,1904.0,1.0,4.0,114297,0.0,114297.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,,,,,61.0,21.10000038,39.70000076,2415462.5,0.0,912475.0,1187623.0,False,Compliant,,0.61,0
216,2016,K-12 School,8815 Seward Park Ave S.,Seattle,WA,98118.0,3524049149,SOUTHEAST,47.52407,-122.26586,1960.0,1.0,2.0,184125,0.0,184125.0,K-12 School,K-12 School,184125.0,,,,,86.0,54.70000076,92.30000305,10067991.0,0.0,2999862.0,5800430.0,True,Error - Correct Default Data,,1.79,0
217,2016,K-12 School,9201 15th Ave. NW.,Seattle,WA,98117.0,3526039131,BALLARD,47.69675,-122.3776,1959.0,1.0,1.0,160270,0.0,160270.0,K-12 School,K-12 School,160270.0,,,,,,0.0,0.0,0.0,0.0,0.0,4318917.0,False,Missing Data,,1.43,0
220,2016,Warehouse,4786 First Ave S,Seattle,WA,98134.0,3573700006,GREATER DUWAMISH,47.55901,-122.33328,1937.0,1.0,1.0,234144,0.0,234144.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,,,,,87.0,33.59999847,47.09999847,7874958.5,0.0,1316817.0,5427500.0,False,Compliant,,1.27,0
223,2016,Retail Store,2600 SW Barton St,Seattle,WA,98126.0,3624039009,DELRIDGE,47.52254,-122.36627,1966.0,1.0,1.0,64984,0.0,64984.0,Retail Store,Retail Store,65425.0,,,,,72.0,46.09999847,130.6999969,3016373.5,0.0,2613687.0,330609.0,False,Compliant,,0.55,0
224,2016,Retail Store,2600 SW Barton St,Seattle,WA,98126.0,3624039009,DELRIDGE,47.52254,-122.36627,1965.0,1.0,1.0,67745,0.0,67745.0,Retail Store,Retail Store,67782.0,,,,,37.0,141.5,227.3000031,9589728.0,0.0,2624102.0,6606121.0,False,Compliant,,5.45,0
225,2016,K-12 School,2601 SW Kenyon / 2600 SW Thistle,Seattle,WA,98126.0,3624039032,DELRIDGE,47.52915,-122.36511,2010.0,1.0,2.0,367884,0.0,367884.0,K-12 School,K-12 School,367884.0,,,,,97.0,36.09999847,85.90000153,13279344.0,0.0,8205020.0,4060496.0,False,Compliant,,0.74,0
226,2016,K-12 School,9430 30th Ave. S.W.,Seattle,WA,98126.0,3624039057,DELRIDGE,47.51778,-122.37074,1958.0,1.0,1.0,46797,0.0,46797.0,K-12 School,K-12 School,46797.0,,,,,86.0,50.90000153,91.5,2380144.5,0.0,797204.0,1278687.0,True,Error - Correct Default Data,,1.57,0
227,2016,K-12 School,2101 S. Jackson,Seattle,WA,98144.0,3646100540,CENTRAL,47.59796,-122.30415,1963.0,1.0,3.0,136188,0.0,136188.0,K-12 School,K-12 School,136188.0,,,,,,0.0,0.0,0.0,0.0,0.0,3217877.0,False,Missing Data,,1.25,0
228,2016,Other,3014 NW 67th St.,Seattle,WA,98117.0,3693901110,BALLARD,47.67767,-122.39631,1973.0,1.0,3.0,56000,0.0,56000.0,Other,Other,56000.0,,,,,70.231,37.29999924,70.69999695,2088978.125,0.0,844864.0,1006396.0,False,Compliant,,1.06,1
229,2016,K-12 School,6725 45th Ave S,Seattle,WA,98118.0,3812400550,SOUTHEAST,47.54174,-122.27691,2004.0,1.0,2.0,67371,0.0,67371.0,K-12 School,K-12 School,67371.0,,,,,92.0,33.59999847,80.09999847,2260359.75,0.0,1445339.0,683120.0,True,Error - Correct Default Data,,0.69,0
230,2016,Self-Storage Facility,6343 35th Ave SW,Seattle,WA,98126.0,3874900040,SOUTHWEST,47.54508,-122.37737,1969.0,1.0,2.0,52088,0.0,52088.0,Self-Storage Facility,Self-Storage Facility,52088.0,,,,,82.588,30.29999924,53.70000076,1576122.875,0.0,523765.0,853755.0,False,Compliant,,0.94,1
231,2016,K-12 School,1610 N. 41st St.,Seattle,WA,98103.0,4083301505,LAKE UNION,47.65708,-122.33803,2010.0,1.0,3.0,127776,0.0,127776.0,K-12 School,K-12 School,127776.0,,,,,75.0,39.09999847,103.5,4998584.5,0.0,3729930.0,1018207.0,True,Error - Correct Default Data,,0.63,0
232,2016,Hotel,1150 Fairview Ave N,Seattle,WA,98109.0,4088802955,LAKE UNION,47.62972,-122.32906,1998.0,1.0,5.0,123920,30000.0,93920.0,"Hotel, Parking, Swimming Pool",Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,79.0,78.09999847,152.1999969,9676783.0,0.0,4079217.0,5293961.0,False,Compliant,,2.5,0
233,2016,Other,860 Terry Ave N,Seattle,WA,98109.0,4088803210,LAKE UNION,47.62759,-122.33661,1900.0,1.0,1.0,50000,0.0,50000.0,Museum,Museum,43000.0,,,,,,184.6999969,373.7000122,7942537.5,0.0,3797924.0,3750882.0,False,Compliant,,4.51,0
234,2016,Warehouse,802 Roy St,Seattle,WA,98109.0,4088803530,MAGNOLIA / QUEEN ANNE,47.62591,-122.34084,1926.0,1.0,2.0,50292,0.0,50292.0,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,Residence Hall/Dormitory,5000.0,Office,4730.0,75.953,8.0,25.10000038,430473.6875,0.0,430474.0,0.0,False,Compliant,,0.06,1
235,2016,Hotel,925 Westlake Ave North,Seattle,WA,98109.0,4088803586,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,1998.0,1.0,7.0,207656,54341.0,153315.0,Hotel,Hotel,141591.0,,,,,76.0,83.0,171.3999939,11754087.0,0.0,5530787.0,5641200.0,False,Compliant,,1.63,0
237,2016,K-12 School,1320 NW 75th St.,Seattle,WA,98117.0,4240400005,BALLARD,47.68359,-122.37308,1999.0,1.0,2.0,67235,0.0,67235.0,K-12 School,K-12 School,67235.0,,,,,89.0,36.29999924,86.80000305,2443194.0,0.0,1564728.0,719406.0,True,Error - Correct Default Data,,0.73,0
238,2016,Small- and Mid-Sized Office,1300 N 97th ST,Seattle,WA,98103.0,4310701070,NORTHWEST,47.70044,-122.34136,1957.0,1.0,2.0,91130,0.0,91130.0,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,Distribution Center,32881.0,Parking,11850.0,24.665,106.0999985,272.2000122,10005492.0,0.0,7093984.0,2378373.0,False,Compliant,,1.93,1
239,2016,K-12 School,4320 SW Myrtle,Seattle,WA,98136.0,4315700020,SOUTHWEST,47.54025,-122.3885,1991.0,1.0,3.0,58118,0.0,58118.0,K-12 School,K-12 School,59014.0,,,,,97.0,25.70000076,69.59999847,1519074.75,0.0,1158457.0,248820.0,True,Error - Correct Default Data,,0.37,0
241,2016,Hotel,2140 N. Northgate Way,Seattle,WA,98133.0,4468400005,NORTHWEST,47.70916,-122.33216,1968.0,1.0,4.0,64893,0.0,64893.0,Hotel,Hotel,64893.0,,,,,70.0,95.69999695,185.3999939,6211749.5,0.0,2620548.0,3577277.0,False,Compliant,,3.21,0
242,2016,K-12 School,504 N.E. 95th St.,Seattle,WA,98115.0,5100404840,NORTH,47.69823,-122.32126,1989.0,1.0,2.0,52792,0.0,52792.0,K-12 School,K-12 School,55480.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,0.0,0
243,2016,K-12 School,7201 Beacon Ave. S.,Seattle,WA,98108.0,5129000050,GREATER DUWAMISH,47.53809,-122.29591,1925.0,1.0,1.0,70762,0.0,70762.0,K-12 School,K-12 School,70762.0,,,,,87.0,58.5,76.5,4138032.75,0.0,491106.0,3115310.0,True,Error - Correct Default Data,,2.39,0
244,2016,Small- and Mid-Sized Office,76-80 S washington st,Seattle,WA,98104.0,5247800030,DOWNTOWN,47.60105,-122.33518,1900.0,1.0,3.0,44558,0.0,44558.0,"Office, Restaurant, Self-Storage Facility",Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,78.0,38.59999847,103.6999969,1722053.0,0.0,1317637.0,359365.0,False,Compliant,,0.63,0
245,2016,Other,800 Occidental Ave. South,Seattle,WA,98134.0,7666204876,GREATER DUWAMISH,47.59544,-122.33159,1999.0,1.0,6.0,1585960,327680.0,1258280.0,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,77.692,39.20000076,106.3000031,62160304.0,0.0,49439914.0,10317518.0,False,Compliant,,0.56,1
247,2016,Distribution Center,3613 4th Ave S,Seattle,WA,98134.0,7666205660,GREATER DUWAMISH,47.57199,-122.32811,1924.0,1.0,2.0,179161,0.0,179161.0,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,Other,25543.0,47.064,56.29999924,167.6000061,10168523.0,0.0,8772104.0,664302.0,False,Compliant,,0.54,1
248,2016,Warehouse,3613 4th Ave S,Seattle,WA,98134.0,7666205660,GREATER DUWAMISH,47.57199,-122.32811,1965.0,1.0,2.0,58640,0.0,58640.0,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,17.186,61.5,193.1999969,4327563.5,0.0,3928695.0,0.0,False,Compliant,,0.47,1
249,2016,Other,1250 First Avenue South,Seattle,WA,98134.0,7666206483,GREATER DUWAMISH,47.59085,-122.33354,1999.0,1.0,3.0,1172127,0.0,1172127.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,,,,58.193,49.0,121.4000015,57406988.0,0.0,40622381.0,18138920.0,False,Compliant,,1.06,1
